year,HaFlood23,permit,trsFields,Water23,KgAIPest,nWater23,nRSimages23,FieldSizeHa,KgHaAIPest,KgHaAIInsectOnly,KgHaAIHerbOnly,KgHaAIInsectFung,KgHaAIFungOnly,MonthActive,TotActiveHaK,MonthMinWater23,DayActive,Month_wOffset,ihsKgHaAIInsectOnly100,ihsKgHaAIHerbOnly100,ihsKgHaAIInsectFung100,ihsKgHaAIFungOnly100,commShort,rcommShort,FarmSizeHa,NearFloodAreaMean,NearFloodAreaMax,Precip_mm
2019,0,1500585,"28S26E05",0,18.03802,0,27,7.361238,2.450405,0,1.889574,0,0,12,3.98385,,354,12.1,0,5.9346756,0,0,"ALMOND","ALMOND",1434.308,30.48333,80.19,274
2023,0,1500585,"29S27E04",0,0,0,27,16.59213,0,0,0,0,0,8,5.645588,,229,8.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1713.133,1.95283,4.68,297.1735
2019,0,1500585,"29S27E05",0,187.6343,0,27,4.04686,46.36541,40.67499,2.601052,0,.4872901,1,188.8055,,340,1.1,9.0039307,6.254237,0,4.5795269,"ALMOND","ALMOND",1434.308,1.336667,8.1,252
2020,0,1500585,"29S27E05",0,161.4263,0,27,23.7146,6.807043,5.601336,.3667711,0,.6627375,9,15.44251,,262,9.1,7.0213234,4.2954859,0,4.886998,"ALMOND","ALMOND",1550.807,1.362857,8.1,143.9
2021,0,1500585,"29S27E05",0,81.4511,0,27,23.7146,3.43464,.3108847,3.123755,0,0,11,53.13432,,313,11.1,4.1302428,6.4373557,0,0,"ALMOND","ALMOND",1860.633,1.359643,8.1,151.8
2022,0,1500585,"29S27E05",0,158.655,0,27,23.7146,6.690183,5.535165,.5810263,0,.5739909,12,38.05245,,347,11.9,7.0094396,4.7554322,0,4.7432515,"ALMOND","ALMOND",1601.494,1.421321,8.1,99.8
2023,0,1500585,"29S27E05",0,0,0,27,2.02343,0,0,0,0,0,8,5.645588,,229,8.1,0,0,0,0,"ALMOND","ALMOND",1713.133,1.905,8.19,296.1
2023,0,1500585,"29S27E05",0,0,0,27,2.02343,0,0,0,0,0,8,5.645588,,229,8.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1713.133,1.323333,8.19,296.1
2019,0,1500585,"29S27E05",0,1099.855,0,27,23.7146,46.37881,40.6786,2.609757,0,.4883647,1,188.8055,,340,1.1,9.0040196,6.2575782,0,4.5817293,"ALMOND","ALMOND",1434.308,1.453333,6.93,252
2020,0,1500585,"29S27E05",0,1946.38,0,27,25.09053,77.57426,63.83029,4.185159,0,7.553915,9,15.44251,,262,9.1,9.4545452,6.7298636,0,7.3203837,"ALMOND","ALMOND",1550.807,1.348302,6.93,143.9
2021,0,1500585,"29S27E05",0,74.26244,0,27,25.09053,2.95978,.264333,2.695446,0,0,11,53.13432,,313,11.1,3.9681291,6.2898847,0,0,"ALMOND","ALMOND",1860.633,1.35,6.93,151.8
2022,0,1500585,"29S27E05",0,1913.226,0,27,25.09053,76.25291,63.08168,6.62852,0,6.542719,12,38.05245,,347,11.9,9.4427477,7.1896995,0,7.1766708,"ALMOND","ALMOND",1601.494,1.224643,5.31,99.8
2023,0,1500585,"29S27E05",0,0,0,27,11.8573,0,0,0,0,0,8,5.645588,,229,8.1,0,0,0,0,"ALMOND","ALMOND",1713.133,1.9125,7.11,296.1
2023,0,1500585,"29S27E05",0,0,0,27,11.8573,0,0,0,0,0,8,5.645588,,229,8.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1713.133,1.47,7.11,296.1
2019,0,1500585,"29S27E05",0,1163.639,0,27,25.09053,46.3776,40.67852,2.609007,0,.4879927,1,188.8055,,340,1.1,9.0040175,6.2572908,0,4.5809675,"ALMOND","ALMOND",1434.308,1.27,5.31,252
2023,0,1500585,"29S27E05",0,0,0,27,12.54527,0,0,0,0,0,8,5.645588,,229,8.1,0,0,0,0,"ALMOND","ALMOND",1713.133,1.62,5.22,296.1
2023,0,1500585,"29S27E05",0,0,0,27,12.54527,0,0,0,0,0,8,5.645588,,229,8.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1713.133,1.256667,5.22,296.1
2019,0,1500585,"29S27E05",0,54.39727,0,27,1.173589,46.35119,40.6739,2.598324,0,.4768751,1,188.8055,,340,1.1,9.0039041,6.2531878,0,4.5579266,"ALMOND","ALMOND",1434.308,1.306667,4.95,252
2020,0,1500585,"29S27E05",0,46.86539,0,27,1.173589,39.93338,32.85854,2.157188,0,3.883644,9,15.44251,,262,9.1,8.7905289,6.0671281,0,6.655093,"ALMOND","ALMOND",1550.807,1.306667,4.95,143.9
2021,0,1500585,"29S27E05",0,3.532624,0,27,1.173589,3.010102,.334907,2.675195,0,0,11,53.13432,,313,11.1,4.2046378,6.2823433,0,0,"ALMOND","ALMOND",1860.633,1.306667,4.95,151.8
2022,0,1500585,"29S27E05",0,46.18246,0,27,1.173589,39.35146,32.58047,3.407402,0,3.363587,12,38.05245,,347,11.9,8.7820305,6.5242697,0,6.5113276,"ALMOND","ALMOND",1601.494,1.306667,4.95,99.8
2023,0,1500585,"29S27E05",0,43.09012,0,27,1.173589,36.71652,32.22799,2.41959,0,.2414653,8,5.645588,,229,8.1,8.7711528,6.1819197,0,3.8777162,"ALMOND","ALMOND",1713.133,1.333333,5.04,296.1
2019,0,1500585,"29S27E04",0,803.318,0,27,20.813,38.59693,32.76906,2.195641,0,.4866588,1,188.8055,,340,1.1,8.7878022,6.0847967,0,4.578231,"ALMOND","ALMOND",1434.308,1.323333,4.5,252
2020,0,1500585,"29S27E04",0,838.652,0,27,20.813,40.29462,32.71835,2.569667,0,3.882579,9,15.44251,,262,9.1,8.7862533,6.2420974,0,6.6548187,"ALMOND","ALMOND",1550.807,1.323333,4.5,143.9
2021,0,1500585,"29S27E04",0,360.9153,0,27,20.813,17.34086,8.620251,6.01446,0,.1225895,11,53.13432,,313,11.1,7.4524319,7.0924846,0,3.2010627,"ALMOND","ALMOND",1860.633,1.323333,4.5,151.8
2022,0,1500585,"29S27E04",0,884.0914,0,27,20.813,42.47784,33.82349,4.454379,0,3.48683,12,38.05245,,347,11.9,8.819473,6.7922063,0,6.5473126,"ALMOND","ALMOND",1601.494,1.323333,4.5,99.8
2023,0,1500585,"29S27E04",0,785.7711,0,27,20.813,37.75386,32.76495,2.801883,0,.3595006,8,5.645588,,229,8.1,8.7876768,6.3286124,0,4.2754712,"ALMOND","ALMOND",1713.133,1.323333,4.5,296.1
2019,0,1500585,"29S27E04",0,535.2634,0,27,11.73589,45.60909,40.67751,1.842165,0,.4873187,1,188.8055,,340,1.1,9.0039928,5.9092664,0,4.5795856,"ALMOND","ALMOND",1434.308,1.29,5.04,252
2020,0,1500585,"29S27E04",0,0,0,27,11.73589,0,0,0,0,0,9,15.44251,,262,9.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1550.807,1.29,5.04,143.9
2021,0,1500585,"29S27E04",0,9.968733,0,27,10.64324,.9366256,.1054409,.8311847,0,0,11,53.13432,,313,11.1,3.0509534,5.1134504,0,0,"ALMOND","ALMOND",1860.633,1.29,5.04,151.8
2022,0,1500585,"29S27E04",0,83.23253,0,27,10.64324,7.820224,.2264251,4.479407,0,0,12,38.05245,,347,11.9,3.8134634,6.7978094,0,0,"ALMOND","ALMOND",1601.494,1.29,5.04,99.8
2023,0,1500585,"29S27E04",0,397.5181,0,27,10.64324,37.34934,32.24665,3.057232,0,.2369665,8,5.645588,,229,8.1,8.7717317,6.4158299,0,3.8589258,"ALMOND","ALMOND",1713.133,1.29,5.04,296.1
2021,0,1500585,"29S27E04",0,0,0,27,11.73589,0,0,0,0,0,11,53.13432,,313,11.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1860.633,.99,.99,151.8
2019,0,1500585,"29S27E04",0,786.6119,0,27,20.37999,38.59727,32.76866,2.19637,0,.4870035,1,188.8055,,340,1.1,8.78779,6.0851287,0,4.5789387,"ALMOND","ALMOND",1434.308,1.2,3.87,252
2020,0,1500585,"29S27E04",0,821.2304,0,27,20.37999,40.29592,32.71945,2.56843,0,3.88346,9,15.44251,,262,9.1,8.786287,6.2416158,0,6.6550455,"ALMOND","ALMOND",1550.807,1.2,3.87,143.9
2021,0,1500585,"29S27E04",0,333.7091,0,27,20.37999,16.37435,8.58091,5.087249,0,.1226346,11,53.13432,,313,11.1,7.4478576,6.9250556,0,3.2014297,"ALMOND","ALMOND",1860.633,1.2,3.87,151.8
2022,0,1500585,"29S27E04",0,865.8965,0,27,20.37999,42.48759,33.82449,4.463351,0,3.486222,12,38.05245,,347,11.9,8.8195025,6.7942185,0,6.5471379,"ALMOND","ALMOND",1601.494,1.2,3.87,99.8
2023,0,1500585,"29S27E04",0,769.6556,0,27,20.37999,37.76526,32.76629,2.811562,0,.3599444,8,5.645588,,229,8.1,8.7877176,6.3320608,0,4.2767046,"ALMOND","ALMOND",1713.133,1.2,3.87,296.1
2019,0,1500585,"29S27E05",0,174.1399,0,27,3.755486,46.36948,40.67853,2.603088,0,.4857767,1,188.8055,,340,1.1,9.0040178,6.2550196,0,4.576417,"ALMOND","ALMOND",1434.308,1.548333,4.86,252
2020,0,1500585,"29S27E05",0,0,0,27,3.755486,0,0,0,0,0,9,15.44251,,262,9.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1550.807,1.463333,4.68,143.9
2021,0,1500585,"29S27E05",0,3.476562,0,27,3.880939,.8958044,.104378,.7914264,0,0,11,53.13432,,313,11.1,3.0408678,5.0644389,0,0,"ALMOND","ALMOND",1860.633,1.639038,4.86,151.8
2022,0,1500585,"29S27E05",0,27.13991,0,27,3.464112,7.834594,.2253424,4.481156,0,0,12,38.05245,,347,11.9,3.808675,6.7981997,0,0,"ALMOND","ALMOND",1601.494,1.633333,4.86,99.8
2023,0,1500585,"29S27E05",0,133.4996,0,27,3.464112,38.53791,32.29411,4.198072,0,.237234,8,5.645588,,229,8.1,8.7732022,6.7329441,0,3.860053,"ALMOND","ALMOND",1713.133,1.633333,4.86,296.1
2021,0,1500585,"29S27E05",0,0,0,27,3.755486,0,0,0,0,0,11,53.13432,,313,11.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1860.633,1.35,1.35,151.8
2019,0,1500585,"29S27E04",0,1538.994,0,27,33.18425,46.37723,40.6785,2.608758,0,.4878896,1,188.8055,,340,1.1,9.004017,6.2571951,0,4.5807563,"ALMOND","ALMOND",1434.308,1.733333,4.23,252
2020,0,1500585,"29S27E04",0,0,0,27,31.56551,0,0,0,0,0,9,15.44251,,262,9.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1550.807,1.716667,4.14,143.9
2021,0,1500585,"29S27E04",0,25.9264,0,27,28.11354,.9222035,.1461786,.7760249,0,0,11,53.13432,,313,11.1,3.3765592,5.0447881,0,0,"ALMOND","ALMOND",1860.633,1.716667,4.14,151.8
2022,0,1500585,"29S27E04",0,219.0306,0,27,28.11354,7.79093,.2237149,4.474445,0,0,12,38.05245,,347,11.9,3.8014337,6.796701,0,0,"ALMOND","ALMOND",1601.494,1.716667,4.14,99.8
2023,0,1500585,"29S27E04",0,1089.784,0,27,28.11354,38.76369,32.26914,4.448807,0,.2372132,8,5.645588,,229,8.1,8.7724288,6.7909545,0,3.8599653,"ALMOND","ALMOND",1713.133,1.716667,4.14,296.1
2019,0,1500585,"29S27E04",0,0,0,27,31.56551,0,0,0,0,0,1,69.81498,,8,1.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1434.308,1.716667,4.14,252
2021,0,1500585,"29S27E04",0,0,0,27,33.18425,0,0,0,0,0,11,53.13432,,313,11.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1860.633,1.7325,4.23,151.8
2020,0,1500585,"29S27E04",0,1304.641,0,27,33.18425,39.31505,32.81199,1.589511,0,3.882839,9,15.44251,,262,9.1,8.7891114,5.7617535,0,6.6548855,"ALMOND","ALMOND",1550.807,1.733333,4.23,143.8662
2021,0,1500585,"29S27E04",0,100.9247,0,27,33.18425,3.041342,.2627447,2.778597,0,0,11,53.13432,,313,11.1,3.9621068,6.3202669,0,0,"ALMOND","ALMOND",1860.633,1.7424,4.23,151.7682
2022,0,1500585,"29S27E04",0,0,0,27,33.18425,0,0,0,0,0,12,38.05245,,347,11.9,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1601.494,1.683333,4.68,99.78077
2023,0,1500585,"29S27E04",0,0,0,27,33.18425,0,0,0,0,0,8,5.645588,,229,8.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1713.133,1.755,4.68,296.3653
2023,0,1500585,"29S27E04",0,0,0,27,33.18425,0,0,0,0,0,8,5.645588,,229,8.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1713.133,1.263333,3.42,296.1
2023,0,1500585,"29S27E04",0,0,0,27,16.59213,0,0,0,0,0,8,5.645588,,229,8.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1713.133,1.876154,4.23,297.1735
2023,0,1500585,"29S27E04",0,0,0,27,33.18425,0,0,0,0,0,8,5.645588,,229,8.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1713.133,.81,.81,296.3299
2019,.09,1500585,"29S27E04",0,673.0822,1,27,17.43792,38.59877,32.76896,2.196853,0,.4876542,1,188.8055,3,340,1.1,8.7877991,6.0853484,0,4.5802737,"ALMOND","ALMOND",1434.308,1.07,2.88,252
2020,.09,1500585,"29S27E04",0,702.7386,1,27,17.43792,40.29945,32.72147,2.571623,0,3.882156,9,15.44251,3,262,9.1,8.786349,6.2428583,0,6.6547096,"ALMOND","ALMOND",1550.807,1.07,2.88,143.9
2021,.09,1500585,"29S27E04",0,285.6006,1,27,17.43792,16.37814,8.581412,5.090521,0,.1226457,11,53.13432,3,313,11.1,7.4479162,6.9256986,0,3.20152,"ALMOND","ALMOND",1860.633,1.07,2.88,151.8
2022,.09,1500585,"29S27E04",0,450.804,1,27,17.43792,25.85194,17.19971,4.452137,0,3.487013,12,38.05245,3,347,11.9,8.1432097,6.7917027,0,6.547365,"ALMOND","ALMOND",1601.494,1.07,2.88,99.8
2023,.09,1500585,"29S27E04",0,658.355,1,27,17.43792,37.75422,32.76487,2.801909,0,.3599082,8,5.645588,3,229,8.1,8.7876743,6.3286217,0,4.276604,"ALMOND","ALMOND",1713.133,1.07,2.88,296.1
2019,0,1500585,"29S27E04",0,957.1953,0,27,24.79916,38.59789,32.76844,2.196152,0,.4877717,1,188.8055,,340,1.1,8.7877832,6.0850295,0,4.5805147,"ALMOND","ALMOND",1434.308,3.103333,8.19,254.4066
2020,0,1500585,"29S27E04",0,999.2489,0,27,24.79916,40.29366,32.71669,2.569732,0,3.882783,9,15.44251,,262,9.1,8.7862027,6.2421227,0,6.6548712,"ALMOND","ALMOND",1550.807,3.103333,8.19,139.3543
2021,0,1500585,"29S27E04",0,406.103,0,27,24.79916,16.37568,8.581279,5.088203,0,.1226386,11,53.13432,,313,11.1,7.4479006,6.9252431,0,3.2014621,"ALMOND","ALMOND",1860.633,3.103333,8.19,147.5217
2022,0,1500585,"29S27E04",0,640.9407,0,27,24.79916,25.84526,17.20033,4.445653,0,3.486225,12,38.05245,,347,11.9,8.1432457,6.7902455,0,6.5471389,"ALMOND","ALMOND",1601.494,3.103333,8.19,97.21518
2023,0,1500585,"29S27E04",0,936.1296,0,27,24.79916,37.74844,32.76669,2.794813,0,.3594679,8,5.645588,,229,8.1,8.78773,6.3260858,0,4.2753804,"ALMOND","ALMOND",1713.133,3.093333,8.1,326.8176
2019,0,1500585,"29S27E05",0,334.9913,0,27,7.223645,46.37428,40.67709,2.605518,0,.4895833,1,188.8055,,340,1.1,9.0039824,6.2559526,0,4.584221,"ALMOND","ALMOND",1434.308,4.456666,8.28,252
2020,0,1500585,"29S27E05",0,0,0,27,7.223645,0,0,0,0,0,9,15.44251,,262,9.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1550.807,4.456666,8.28,143.9
2021,0,1500585,"29S27E05",0,5.470048,0,27,6.086477,.8987216,.1042881,.7944335,0,0,11,53.13432,,313,11.1,3.04001,5.0682309,0,0,"ALMOND","ALMOND",1860.633,4.533333,8.28,151.8
2022,0,1500585,"29S27E05",0,47.78948,0,27,6.086477,7.851746,.2233203,4.481896,0,0,12,38.05245,,347,11.9,3.7996701,6.7983648,0,0,"ALMOND","ALMOND",1601.494,4.533333,8.28,99.8
2023,0,1500585,"29S27E05",0,225.7431,0,27,6.086477,37.08929,32.27075,2.772597,0,.2374516,8,5.645588,,229,8.1,8.7724785,6.3181052,0,3.8609689,"ALMOND","ALMOND",1713.133,4.536667,8.28,296.1
2021,0,1500585,"29S27E05",0,0,0,27,7.223645,0,0,0,0,0,11,53.13432,,313,11.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1860.633,5.13,5.13,151.8
2019,0,1500585,"29S27E04",0,166.7774,0,27,4.322047,38.58759,32.76424,2.196054,0,.4821959,1,188.8055,,340,1.1,8.7876552,6.0849846,0,4.5690201,"ALMOND","ALMOND",1434.308,1.41,3.96,252
2020,0,1500585,"29S27E04",0,174.1673,0,27,4.322047,40.29742,32.72349,2.563579,0,3.884373,9,15.44251,,262,9.1,8.7864106,6.2397255,0,6.6552806,"ALMOND","ALMOND",1550.807,1.41,3.96,143.9
2021,0,1500585,"29S27E04",0,70.76054,0,27,4.322047,16.372,8.585872,5.079779,0,.1227896,11,53.13432,,313,11.1,7.4484357,6.923586,0,3.2026888,"ALMOND","ALMOND",1860.633,1.41,3.96,151.8
2022,0,1500585,"29S27E04",0,112.7701,0,27,4.322047,26.09183,17.2015,4.690136,0,3.486376,12,38.05245,,347,11.9,8.1433138,6.8437802,0,6.5471823,"ALMOND","ALMOND",1601.494,1.41,3.96,99.8
2023,0,1500585,"29S27E04",0,161.4093,0,27,4.322047,37.34558,32.24358,3.036307,0,.2382246,8,5.645588,,229,8.1,8.7716363,6.4089621,0,3.8642163,"ALMOND","ALMOND",1713.133,1.41,3.96,296.1
2019,0,1500585,"28S26E16",0,57.60598,0,27,4.856232,11.86228,.2043012,1.012938,7.179565,.234994,1,188.8055,,340,1.1,3.7107558,5.3111969,7.2695566,3.8505746,"ALMOND","ALMOND",1434.308,4.51,9.45,252
2020,0,1500585,"28S26E16",0,23.59896,0,27,4.856232,4.859521,.7717957,2.562742,0,.4017844,9,15.44251,,262,9.1,5.039324,6.2393987,0,4.3866325,"ALMOND","ALMOND",1550.807,4.51,9.45,138.7
2021,0,1500585,"28S26E16",0,76.47053,0,27,4.856232,15.74689,8.711446,3.730594,0,.1228264,11,53.13432,,313,11.1,7.4629555,6.6148865,0,3.202987,"ALMOND","ALMOND",1860.633,4.51,9.45,146.9
2022,0,1500585,"28S26E16",0,206.053,0,27,4.856232,42.43063,32.42341,6.643631,0,3.363587,12,38.05245,,347,11.9,8.777198,7.1919765,0,6.5113276,"ALMOND","ALMOND",1601.494,4.51,9.45,103.7
2023,0,1500585,"28S26E16",0,224.44,0,27,4.856232,46.21689,32.24165,2.960601,8.966793,.2393532,8,5.645588,,229,8.1,8.7715766,6.3837125,7.4918458,3.8689385,"ALMOND","ALMOND",1713.133,4.496667,9.45,300.8
2019,0,1500585,"28S26E22",0,265.0401,0,27,27.51865,9.63129,.2047697,.8869236,7.178858,.2364799,1,188.8055,,340,1.1,3.7130437,5.1783526,7.2694582,3.8568719,"ALMOND","ALMOND",1434.308,54.23,114.03,252
2020,0,1500585,"28S26E22",0,133.9367,0,27,27.51865,4.867126,.7709018,2.569713,0,.402706,9,15.44251,,262,9.1,5.0381651,6.2421152,0,4.3889229,"ALMOND","ALMOND",1550.807,54.23,114.03,138.7
2021,0,1500585,"28S26E22",0,421.2076,0,27,27.51865,15.30626,8.455747,3.66888,0,0,11,53.13432,,313,11.1,7.433164,6.5982056,0,0,"ALMOND","ALMOND",1860.633,54.23,114.03,146.9
2022,0,1500585,"28S26E22",0,1161.504,0,27,27.51865,42.2079,32.1924,6.651917,0,3.363587,12,38.05245,,347,11.9,8.7700477,7.1932229,0,6.5113276,"ALMOND","ALMOND",1601.494,54.23,114.03,103.7
2023,0,1500585,"28S26E22",0,1265.99,0,27,27.51865,46.0048,32.23858,2.751694,8.966794,.2392378,8,5.645588,,229,8.1,8.7714812,6.3105373,7.4918459,3.8684567,"ALMOND","ALMOND",1713.133,54.57333,114.66,300.8
2019,0,1500585,"28S26E15",0,701.4223,0,27,15.05432,46.59276,40.19196,1.753379,0,.4242768,1,188.8055,,340,1.1,8.9919842,5.8598702,0,4.4410869,"ALMOND","ALMOND",1434.308,8.083333,22.14,254.8
2020,0,1500585,"28S26E15",0,593.8427,0,27,15.05432,39.44667,32.30125,2.355198,0,3.759757,9,15.44251,,262,9.1,8.7734235,6.1549468,0,6.6226734,"ALMOND","ALMOND",1550.807,8.083333,22.14,141.7
2021,0,1500585,"28S26E15",0,0,0,27,15.05432,0,0,0,0,0,11,53.13432,,313,11.1,0,0,0,0,"ALMOND","ALMOND",1860.633,8.55,8.55,150.6
2022,0,1500585,"28S26E15",0,0,0,27,7.820557,0,0,0,0,0,12,38.05245,,347,11.9,0,0,0,0,"ALMOND","ALMOND",1601.494,9.153334,24.39,104.2
2023,0,1500585,"28S26E15",0,42.90031,0,27,15.64111,2.742791,.4866154,1.896928,0,0,8,5.645588,,229,8.1,4.5781417,5.9385599,0,0,"ALMOND","ALMOND",1713.133,9.183333,24.39,302.6
2021,0,1500585,"28S26E15",0,0,0,27,15.05432,0,0,0,0,0,11,53.13432,,313,11.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1860.633,9.153334,24.39,150.6
2022,0,1500585,"28S26E15",0,0,0,27,7.52716,0,0,0,0,0,12,38.05245,,347,11.9,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1601.494,9.1044,24.39,104.2
2019,0,1500585,"28S26E15",0,1376.579,0,27,29.54208,46.59721,40.19251,1.753838,0,.4276119,1,188.8055,,340,1.1,8.991998,5.8601318,0,4.4489149,"ALMOND","ALMOND",1434.308,21.26333,52.83,254.8
2020,0,1500585,"28S26E15",0,1165.382,0,27,29.54208,39.44822,32.30141,2.356085,0,3.7604,9,15.44251,,262,9.1,8.7734284,6.155323,0,6.6228446,"ALMOND","ALMOND",1550.807,21.26333,52.83,141.7
2021,0,1500585,"28S26E15",0,0,0,27,29.54208,0,0,0,0,0,11,53.13432,,313,11.1,0,0,0,0,"ALMOND","ALMOND",1860.633,21.6,21.6,150.6
2022,0,1500585,"28S26E15",0,0,0,27,14.83781,0,0,0,0,0,12,38.05245,,347,11.9,0,0,0,0,"ALMOND","ALMOND",1601.494,21.4,53.01,104.2
2023,0,1500585,"28S26E15",0,81.42341,0,27,29.67562,2.743781,.4874226,1.897063,0,0,8,5.645588,,229,8.1,4.5797988,5.9386311,0,0,"ALMOND","ALMOND",1713.133,21.35,52.92,302.6
2021,0,1500585,"28S26E15",0,0,0,27,29.54208,0,0,0,0,0,11,53.13432,,313,11.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1860.633,21.4,53.01,150.6
2022,0,1500585,"28S26E15",0,0,0,27,14.77104,0,0,0,0,0,12,38.05245,,347,11.9,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",1601.494,21.384,53.01,104.2
2019,0,1500585,"28S26E22",0,292.2606,0,27,30.35145,9.629215,.204811,.8855587,7.178351,.2364708,1,188.8055,,340,1.1,3.7132452,5.1768127,7.2693876,3.8568335,"ALMOND","ALMOND",1434.308,55.18,109.17,254.8
2020,0,1500585,"28S26E22",0,147.7107,0,27,30.35145,4.866677,.7712326,2.568853,0,.402568,9,15.44251,,262,9.1,5.0385941,6.2417808,0,4.3885802,"ALMOND","ALMOND",1550.807,55.18,109.17,141.7
2021,0,1500585,"28S26E22",0,471.3802,0,27,30.35145,15.53073,8.660891,3.688608,0,0,11,53.13432,,313,11.1,7.4571352,6.6035683,0,0,"ALMOND","ALMOND",1860.633,55.18,109.17,150.6
2022,0,1500585,"28S26E22",0,1281.522,0,27,30.35145,42.22276,32.19352,6.665648,0,3.363587,12,38.05245,,347,11.9,8.7700826,7.195285,0,6.5113276,"ALMOND","ALMOND",1601.494,55.18,109.17,104.2
2023,0,1500585,"28S26E22",0,1396.691,0,27,30.35145,46.01727,32.23789,2.764894,8.966794,.2391963,8,5.645588,,229,8.1,8.77146,6.3153231,7.4918459,3.8682831,"ALMOND","ALMOND",1713.133,55.57,109.62,302.6
2019,0,1500585,"28S26E17",0,305.375,0,27,27.11396,11.26265,.2049673,.9747542,7.176743,.2365313,1,188.8055,,340,1.1,3.7140071,5.2727737,7.2691634,3.8570891,"ALMOND","ALMOND",1434.308,4.613333,9.27,252
2020,0,1500585,"28S26E17",0,131.9613,0,27,27.11396,4.866915,.7720824,2.568436,0,.4024286,9,15.44251,,262,9.1,5.0396953,6.2416182,0,4.388234,"ALMOND","ALMOND",1550.807,4.613333,9.27,138.7
2021,0,1500585,"28S26E17",0,425.4242,0,27,27.11396,15.69023,8.711304,3.67477,0,.1226243,11,53.13432,,313,11.1,7.4629392,6.5998097,0,3.2013454,"ALMOND","ALMOND",1860.633,4.613333,9.27,146.9
2022,0,1500585,"28S26E17",0,1150.855,0,27,27.11396,42.44511,32.42414,6.657386,0,3.363587,12,38.05245,,347,11.9,8.7772205,7.1940449,0,6.5113275,"ALMOND","ALMOND",1601.494,4.613333,9.27,103.7
2023,0,1500585,"28S26E17",0,1255.369,0,27,27.11396,46.29972,32.47272,2.757559,8.966794,.2941661,8,5.645588,,229,8.1,8.7787177,6.3126666,7.4918459,4.0749953,"ALMOND","ALMOND",1713.133,4.633333,9.36,300.8
2019,0,1500585,"28S26E17",0,199.6647,0,27,19.58276,10.19595,.2046328,.8872358,7.181055,.236472,1,188.8055,,340,1.1,3.7123757,5.1787046,7.2697642,3.8568388,"ALMOND","ALMOND",1434.308,5.406667,9.99,252
2020,0,1500585,"28S26E17",0,95.31078,0,27,19.58276,4.867077,.7721233,2.568805,0,.4024195,9,15.44251,,262,9.1,5.0397483,6.2417619,0,4.3882114,"ALMOND","ALMOND",1550.807,5.406667,9.99,138.7
2021,0,1500585,"28S26E17",0,307.6699,0,27,19.58276,15.71127,8.711262,3.695812,0,.1226472,11,53.13432,,313,11.1,7.4629343,6.6055193,0,3.2015316,"ALMOND","ALMOND",1860.633,5.406667,9.99,146.9
2022,0,1500585,"28S26E17",0,831.1581,0,27,19.58276,42.44336,32.42491,6.654174,0,3.364282,12,38.05245,,347,11.9,8.7772443,7.1935622,0,6.5115341,"ALMOND","ALMOND",1601.494,5.406667,9.99,103.7
2023,0,1500585,"28S26E17",0,913.5038,0,27,19.58276,46.64838,32.75765,2.753863,8.966793,.3615309,8,5.645588,,229,8.1,8.7874539,6.3113254,7.4918458,4.2811008,"ALMOND","ALMOND",1713.133,5.383333,9.9,300.8
2019,.09,1500585,"28S26E16",0,400.8619,2,27,37.23111,10.76685,.2048555,.9003257,7.177442,.2365992,1,188.8055,8,340,1.1,3.7134621,5.1933495,7.2692609,3.8573759,"ALMOND","ALMOND",1434.308,4.44,9.36,252
2020,.09,1500585,"28S26E16",0,181.2274,2,27,37.23111,4.867633,.772193,2.569499,0,.4019582,9,15.44251,8,262,9.1,5.0398385,6.2420323,0,4.3870649,"ALMOND","ALMOND",1550.807,4.44,9.36,138.7
2021,.09,1500585,"28S26E16",0,578.096,2,27,37.23111,15.52723,8.660804,3.684978,0,0,11,53.13432,8,313,11.1,7.4571252,6.6025836,0,0,"ALMOND","ALMOND",1860.633,4.44,9.36,146.9
